,ID,did,seurat_cluster,kmeans_cluster,labels,MOEA,SOEA,PhenoGraph
7596,Cell8001,1,3,12,16,2,7,17
7597,Cell8002,1,14,8,1,9,8,8
7598,Cell8003,1,2,1,15,13,6,0
7599,Cell8004,1,6,6,12,5,14,2
7600,Cell8005,1,16,9,6,8,12,11
7601,Cell8007,1,9,6,14,4,0,14
7602,Cell8008,1,3,12,6,2,7,15
7603,Cell8010,1,16,9,6,8,12,11
7604,Cell8011,1,12,14,11,14,3,5
7605,Cell8012,1,1,9,10,15,4,16
7606,Cell8013,1,13,16,9,12,11,6
7607,Cell8014,1,5,3,5,11,10,9
7608,Cell8015,1,15,5,8,0,15,7
7609,Cell8016,1,7,4,3,1,2,21
7610,Cell8017,1,2,2,15,13,6,0
7611,Cell8018,1,14,8,1,9,8,8
7612,Cell8019,1,9,6,14,4,0,18
7613,Cell8020,1,9,6,14,4,0,14
7614,Cell8021,1,4,9,13,6,13,1
7615,Cell8022,1,2,1,15,13,6,0
7616,Cell8023,1,12,14,11,14,3,5
7617,Cell8024,1,5,3,5,11,10,20
7618,Cell8025,1,1,9,10,15,4,12
7619,Cell8027,1,8,10,4,7,9,19
7620,Cell8028,1,10,7,2,10,1,3
7621,Cell8030,1,6,6,12,5,14,2
7622,Cell8031,1,3,12,16,2,7,17
7623,Cell8032,1,7,4,3,1,2,10
7624,Cell8033,1,6,6,12,5,14,2
7625,Cell8034,1,16,9,6,8,12,11
7626,Cell8035,1,13,11,9,12,11,6
7627,Cell8036,1,10,7,2,10,1,3
7628,Cell8037,1,12,14,11,14,3,5
7629,Cell8038,1,12,14,11,14,3,5
7630,Cell8039,1,8,10,4,7,9,13
7631,Cell8040,1,7,4,3,1,2,21
7632,Cell8041,1,2,2,15,13,6,0
7633,Cell8042,1,8,10,4,7,9,13
7634,Cell8044,1,14,8,1,9,8,8
7635,Cell8045,1,1,9,10,15,4,16
7636,Cell8046,1,4,9,13,6,13,1
7637,Cell8047,1,15,13,8,0,15,7
7638,Cell8048,1,15,5,8,0,15,7
7639,Cell8049,1,1,9,10,15,4,16
7640,Cell8050,1,15,5,8,0,15,7
7641,Cell8051,1,5,3,5,11,10,20
7642,Cell8052,1,3,12,16,2,7,17
7643,Cell8053,1,7,4,3,1,2,21
7644,Cell8055,1,3,12,16,2,7,15
7645,Cell8056,1,16,9,6,8,12,11
7646,Cell8057,1,3,12,16,2,7,17
7647,Cell8058,1,3,12,16,2,7,15
7648,Cell8059,1,15,13,8,0,15,7
7649,Cell8060,1,1,9,10,15,4,12
7650,Cell8061,1,11,14,7,3,5,4
7651,Cell8063,1,16,9,6,8,12,11
7652,Cell8064,1,1,9,10,15,4,12
7653,Cell8065,1,1,9,10,15,4,16
7654,Cell8066,1,5,3,5,11,10,20
7655,Cell8067,1,10,7,2,10,1,3
7656,Cell8068,1,10,7,2,10,1,3
7657,Cell8069,1,11,14,7,3,5,4
7658,Cell8071,1,12,14,11,14,3,5
7659,Cell8072,1,15,13,8,0,15,7
7660,Cell8073,1,13,11,9,12,11,6
7661,Cell8074,1,5,3,5,11,10,9
7662,Cell8075,1,16,9,6,8,12,11
7663,Cell8076,1,15,13,8,0,15,7
7664,Cell8077,1,15,5,8,0,15,7
7665,Cell8078,1,15,5,8,0,15,7
7666,Cell8079,1,15,5,8,0,15,7
7667,Cell8080,1,2,2,15,13,6,0
7668,Cell8081,1,10,7,2,10,1,3
7669,Cell8082,1,4,9,13,6,13,1
7670,Cell8083,1,1,9,10,15,4,12
7671,Cell8084,1,4,9,13,6,13,1
7672,Cell8085,1,11,14,7,3,5,4
7673,Cell8086,1,11,14,7,3,5,4
7674,Cell8087,1,9,6,14,4,0,14
7675,Cell8088,1,6,6,12,5,14,2
7676,Cell8089,1,12,14,11,14,3,5
7677,Cell8090,1,14,8,1,9,8,8
7678,Cell8091,1,9,6,14,4,0,14
7679,Cell8092,1,13,16,9,12,11,6
7680,Cell8093,1,14,8,1,9,8,8
7681,Cell8094,1,13,11,9,12,11,6
7682,Cell8095,1,2,15,15,13,6,0
7683,Cell8096,1,8,10,4,7,9,13
7684,Cell8097,1,4,9,13,6,13,1
7685,Cell8098,1,13,16,9,12,11,6
7686,Cell8099,1,1,9,10,15,4,12
7687,Cell8100,1,16,9,6,8,12,11
7688,Cell8101,1,13,16,9,12,11,6
7689,Cell8102,1,16,9,6,8,12,11
7690,Cell8103,1,14,8,1,9,8,8
7691,Cell8104,1,1,9,10,15,4,12
7692,Cell8105,1,16,9,6,8,12,11
7693,Cell8106,1,13,16,9,12,11,6
7694,Cell8107,1,5,3,5,11,10,20
7695,Cell8108,1,14,8,1,9,8,8
7696,Cell8109,1,6,6,12,5,14,2
7697,Cell8110,1,15,5,8,0,15,7
7698,Cell8111,1,13,16,9,12,11,6
7699,Cell8112,1,15,5,8,0,15,7
7700,Cell8113,1,8,10,4,7,9,13
7701,Cell8114,1,5,3,5,11,10,20
7702,Cell8115,1,13,16,9,12,11,6
7703,Cell8116,1,6,6,12,5,14,2
7704,Cell8117,1,8,10,4,7,9,13
7705,Cell8118,1,3,12,16,2,7,15
7706,Cell8119,1,13,11,9,12,11,6
7707,Cell8120,1,7,4,3,1,2,10
7708,Cell8121,1,9,6,14,4,0,18
7709,Cell8122,1,2,15,15,13,6,0
7710,Cell8123,1,3,12,16,2,7,17
7711,Cell8124,1,8,10,4,7,9,19
7712,Cell8125,1,2,15,15,13,6,0
7713,Cell8126,1,12,14,11,14,3,5
7714,Cell8127,1,12,14,11,14,3,5
7715,Cell8128,1,15,13,8,0,15,7
7716,Cell8129,1,11,14,7,3,5,4
7717,Cell8130,1,9,6,14,4,0,14
7718,Cell8131,1,7,4,3,1,2,10
7719,Cell8132,1,9,6,14,4,0,18
7720,Cell8133,1,12,14,11,14,3,5
7721,Cell8134,1,1,9,10,15,4,12
7722,Cell8135,1,1,9,10,15,4,16
7723,Cell8136,1,15,5,8,0,15,7
7724,Cell8137,1,9,6,14,4,0,18
7725,Cell8138,1,4,9,13,6,13,1
7726,Cell8139,1,16,9,6,8,12,11
7727,Cell8140,1,3,12,16,2,7,15
7728,Cell8141,1,6,6,12,5,14,2
7729,Cell8142,1,6,6,12,5,14,2
7730,Cell8143,1,12,14,11,14,3,5
7731,Cell8144,1,7,4,3,1,2,10
7732,Cell8145,1,7,4,3,1,2,10
7733,Cell8146,1,3,12,16,2,7,17
7734,Cell8147,1,16,9,6,8,12,11
7735,Cell8148,1,7,4,3,1,2,10
7736,Cell8150,1,6,6,12,5,14,2
7737,Cell8151,1,16,9,6,8,12,11
7738,Cell8152,1,9,6,14,4,0,18
7739,Cell8153,1,5,3,5,11,10,9
7740,Cell8154,1,16,9,6,8,12,11
7741,Cell8155,1,14,8,1,9,8,8
7742,Cell8156,1,5,3,5,11,10,9
7743,Cell8157,1,5,3,5,11,10,20
7744,Cell8158,1,13,11,9,12,11,6
7745,Cell8159,1,9,6,14,4,0,14
7746,Cell8160,1,10,7,2,10,1,3
7747,Cell8161,1,3,12,16,2,7,17
7748,Cell8162,1,10,7,2,10,1,3
7749,Cell8163,1,3,12,16,2,7,15
7750,Cell8164,1,11,14,7,3,5,4
7751,Cell8165,1,15,5,8,0,15,7
7752,Cell8166,1,12,14,11,14,3,5
7753,Cell8167,1,13,11,9,12,11,6
7754,Cell8168,1,14,8,1,9,8,8
7755,Cell8169,1,13,11,9,12,11,6
7756,Cell8170,1,14,8,6,9,8,8
7757,Cell8171,1,8,10,4,7,9,19
7758,Cell8172,1,11,14,7,3,5,4
7759,Cell8173,1,7,4,3,1,2,21
7760,Cell8174,1,11,14,7,3,5,4
7761,Cell8175,1,14,8,1,9,8,8
7762,Cell8176,1,5,3,5,11,10,20
7763,Cell8177,1,16,9,6,8,12,11
7764,Cell8178,1,3,12,16,2,7,17
7765,Cell8179,1,15,13,8,0,15,7
7766,Cell8180,1,3,12,16,2,7,15
7767,Cell8181,1,15,5,8,0,15,7
7768,Cell8182,1,16,9,6,8,12,11
7769,Cell8183,1,12,14,11,14,3,5
7770,Cell8184,1,13,11,9,12,11,6
7771,Cell8186,1,11,14,7,3,5,4
7772,Cell8187,1,7,4,3,1,2,10
7773,Cell8188,1,1,9,10,15,4,12
7774,Cell8189,1,13,11,9,12,11,6
7775,Cell8190,1,15,5,8,0,15,7
7776,Cell8191,1,14,8,1,9,8,8
7777,Cell8192,1,8,10,4,7,9,19
7778,Cell8194,1,15,13,8,0,15,7
7779,Cell8195,1,6,6,12,5,14,2
7780,Cell8196,1,16,9,6,8,12,11
7781,Cell8197,1,9,6,14,4,0,18
7782,Cell8198,1,7,4,3,1,2,21
7783,Cell8199,1,5,3,5,11,10,9
7784,Cell8200,1,5,3,5,11,10,9
7785,Cell8201,1,9,6,14,4,0,18
7786,Cell8202,1,14,8,1,9,8,8
7787,Cell8203,1,3,12,16,2,7,17
7788,Cell8204,1,7,4,3,1,2,10
7789,Cell8205,1,12,14,11,14,3,5
7790,Cell8206,1,1,9,10,15,4,16
7791,Cell8207,1,5,3,5,11,10,20
7792,Cell8208,1,6,6,12,5,14,2
7793,Cell8209,1,12,14,11,14,3,5
7794,Cell8210,1,13,11,9,12,11,6
7795,Cell8211,1,8,10,4,7,9,19
7796,Cell8212,1,8,10,4,7,9,13
7797,Cell8214,1,16,9,6,8,12,11
7798,Cell8215,1,6,6,12,5,14,2
7799,Cell8216,1,13,11,9,12,11,6
7800,Cell8217,1,1,9,10,15,4,12
7801,Cell8218,1,3,12,16,2,7,17
7802,Cell8219,1,12,14,11,14,3,5
7803,Cell8220,1,2,1,15,13,6,0
7804,Cell8221,1,5,3,5,11,10,9
7805,Cell8222,1,8,10,4,7,9,13
7806,Cell8223,1,4,9,13,6,13,1
7807,Cell8224,1,2,1,15,13,6,0
7808,Cell8225,1,16,9,6,8,12,11
7809,Cell8226,1,2,1,15,13,6,0
7810,Cell8227,1,6,6,12,5,14,2
7811,Cell8228,1,15,5,8,0,15,7
7812,Cell8229,1,12,14,11,14,3,5
7813,Cell8230,1,4,9,13,6,13,1
7814,Cell8231,1,11,14,7,3,5,4
7815,Cell8232,1,12,14,11,14,3,5
7816,Cell8233,1,14,8,1,9,8,8
7817,Cell8234,1,10,7,2,10,1,3
7818,Cell8235,1,10,7,2,10,1,3
7819,Cell8236,1,1,9,10,15,4,12
7820,Cell8237,1,3,12,16,2,7,17
7821,Cell8238,1,3,12,16,2,7,15
7822,Cell8239,1,9,6,14,4,0,14
7823,Cell8240,1,14,8,1,9,8,8
7824,Cell8241,1,1,9,10,15,4,16
7825,Cell8243,1,3,12,16,2,7,15
7826,Cell8244,1,4,9,13,6,13,1
7827,Cell8245,1,7,4,3,1,2,21
7828,Cell8246,1,14,8,1,9,8,8
7829,Cell8247,1,10,7,2,10,1,3
7830,Cell8248,1,8,10,4,7,9,13
7831,Cell8249,1,9,6,14,4,0,18
7832,Cell8250,1,8,10,4,7,9,19
7833,Cell8251,1,5,3,5,11,10,9
7834,Cell8252,1,1,9,10,15,4,12
7835,Cell8253,1,5,3,5,11,10,20
7836,Cell8254,1,12,14,11,14,3,5
7837,Cell8255,1,12,14,11,14,3,5
7838,Cell8256,1,10,7,2,10,1,3
7839,Cell8257,1,12,14,11,14,3,5
7840,Cell8258,1,6,6,12,5,14,2
7841,Cell8259,1,13,16,9,12,11,6
7842,Cell8260,1,4,9,13,6,13,1
7843,Cell8261,1,1,9,10,15,4,12
7844,Cell8262,1,9,6,14,4,0,18
7845,Cell8263,1,11,14,7,3,5,4
7846,Cell8265,1,11,14,7,3,5,4
7847,Cell8266,1,4,9,13,6,13,1
7848,Cell8267,1,1,9,10,15,4,16
7849,Cell8268,1,1,9,10,15,4,12
7850,Cell8269,1,8,10,4,7,9,13
7851,Cell8270,1,13,16,9,12,11,6
7852,Cell8271,1,5,3,5,11,10,9
7853,Cell8272,1,14,8,1,9,8,8
7854,Cell8273,1,2,1,15,13,6,0
7855,Cell8274,1,2,1,15,13,6,0
7856,Cell8275,1,4,9,13,6,13,1
7857,Cell8276,1,6,6,12,5,14,2
7858,Cell8277,1,15,13,8,0,15,7
7859,Cell8278,1,12,14,11,14,3,5
7860,Cell8279,1,1,9,10,15,4,16
7861,Cell8280,1,6,6,12,5,14,2
7862,Cell8281,1,11,14,7,3,5,4
7863,Cell8282,1,10,7,2,10,1,3
7864,Cell8283,1,7,4,3,1,2,10
7865,Cell8284,1,11,14,7,3,5,4
7866,Cell8285,1,8,10,4,7,9,19
7867,Cell8286,1,14,8,1,9,8,8
7868,Cell8287,1,11,14,7,3,5,4
7869,Cell8288,1,9,6,14,4,0,14
7870,Cell8289,1,7,4,3,1,2,21
7871,Cell8290,1,13,11,9,12,11,6
7872,Cell8291,1,2,2,15,13,6,0
7873,Cell8292,1,14,8,1,9,8,8
7874,Cell8293,1,2,1,15,13,6,0
7875,Cell8294,1,2,1,15,13,6,0
7876,Cell8295,1,1,9,10,15,4,16
7877,Cell8296,1,13,11,9,12,11,6
7878,Cell8297,1,10,7,2,10,1,3
7879,Cell8298,1,12,14,11,14,3,5
7880,Cell8299,1,11,14,7,3,5,4
7881,Cell8300,1,3,12,16,2,7,17
7882,Cell8301,1,4,9,13,6,13,1
7883,Cell8302,1,14,8,1,9,8,8
7884,Cell8303,1,1,9,10,15,4,16
7885,Cell8304,1,1,9,10,15,4,16
7886,Cell8305,1,16,9,6,8,12,11
7887,Cell8306,1,9,6,14,4,0,14
7888,Cell8308,1,11,14,7,3,5,4
7889,Cell8309,1,10,7,2,10,1,3
7890,Cell8310,1,12,14,11,14,3,5
7891,Cell8311,1,7,4,3,1,2,10
7892,Cell8312,1,8,10,4,7,9,13
7893,Cell8313,1,11,14,7,3,5,4
7894,Cell8314,1,6,6,12,5,14,2
7895,Cell8315,1,10,7,2,10,1,3
7896,Cell8316,1,7,4,3,1,2,10
7897,Cell8317,1,14,8,1,9,8,8
7898,Cell8318,1,3,12,16,2,7,15
7899,Cell8319,1,10,7,2,10,1,3
7900,Cell8320,1,1,9,10,15,4,12
7901,Cell8321,1,1,9,10,15,4,12
7902,Cell8323,1,8,10,4,7,9,13
7903,Cell8324,1,3,12,16,2,7,15
7904,Cell8325,1,12,14,11,14,3,5
7905,Cell8326,1,10,7,2,10,1,3
7906,Cell8327,1,2,15,15,13,6,0
7907,Cell8328,1,15,5,8,0,15,7
7908,Cell8329,1,10,7,2,10,1,3
7909,Cell8330,1,5,3,5,11,10,9
7910,Cell8331,1,15,13,8,0,15,7
7911,Cell8332,1,4,9,13,6,13,1
7912,Cell8334,1,14,8,1,9,8,8
7913,Cell8335,1,7,4,3,1,2,21
7914,Cell8336,1,3,12,16,2,7,15
7915,Cell8337,1,5,3,5,11,10,9
7916,Cell8338,1,5,3,5,11,10,9
7917,Cell8339,1,4,9,13,6,13,1
7918,Cell8340,1,3,12,16,2,7,15
7919,Cell8341,1,10,7,2,10,1,3
7920,Cell8342,1,11,14,7,3,5,4
7921,Cell8343,1,12,14,11,14,3,5
7922,Cell8344,1,7,4,3,1,2,10
7923,Cell8345,1,1,9,10,15,4,12
7924,Cell8346,1,1,9,10,15,4,12
7925,Cell8347,1,6,6,12,5,14,2
7926,Cell8348,1,13,11,9,12,11,6
7927,Cell8349,1,8,10,4,7,9,13
7928,Cell8350,1,15,13,8,0,15,7
7929,Cell8351,1,4,9,6,6,13,1
7930,Cell8352,1,14,8,1,9,8,8
7931,Cell8353,1,9,6,14,4,0,14
7932,Cell8354,1,10,7,2,10,1,3
7933,Cell8355,1,9,6,14,4,0,18
7934,Cell8356,1,7,4,3,1,2,10
7935,Cell8357,1,7,4,3,1,2,10
7936,Cell8358,1,9,6,14,4,0,18
7937,Cell8359,1,8,10,4,7,9,13
7938,Cell8360,1,3,12,16,2,7,17
7939,Cell8361,1,6,6,12,5,14,2
7940,Cell8362,1,6,6,12,5,14,2
7941,Cell8363,1,14,8,1,9,8,8
7942,Cell8364,1,6,6,12,5,14,2
7943,Cell8365,1,16,9,6,8,12,11
7944,Cell8366,1,8,10,4,7,9,13
7945,Cell8367,1,2,2,15,13,6,0
7946,Cell8368,1,5,3,5,11,10,9
7947,Cell8369,1,13,11,9,12,11,6
7948,Cell8370,1,5,3,5,11,10,9
7949,Cell8371,1,9,6,14,4,0,18
7950,Cell8372,1,12,14,11,14,3,5
7951,Cell8373,1,9,6,14,4,0,18
7952,Cell8374,1,4,9,13,6,13,1
7953,Cell8376,1,6,6,12,5,14,2
7954,Cell8377,1,13,11,9,12,11,6
7955,Cell8378,1,1,9,10,15,4,12
7956,Cell8379,1,5,3,5,11,10,20
7957,Cell8380,1,10,7,2,10,1,3
7958,Cell8381,1,9,6,14,4,0,14
7959,Cell8382,1,4,9,13,6,13,1
7960,Cell8383,1,4,9,13,6,13,1
7961,Cell8384,1,14,8,1,9,8,8
7962,Cell8385,1,8,10,4,7,9,13
7963,Cell8386,1,2,1,15,13,6,0
7964,Cell8387,1,8,10,4,7,9,13
7965,Cell8388,1,15,5,8,0,15,7
7966,Cell8389,1,6,6,12,5,14,2
7967,Cell8391,1,1,9,10,15,4,16
7968,Cell8392,1,3,12,16,2,7,15
7969,Cell8393,1,4,9,13,6,13,1
7970,Cell8394,1,13,16,9,12,11,6
7971,Cell8395,1,15,13,8,0,15,7
7972,Cell8396,1,3,12,16,2,7,17
7973,Cell8397,1,1,9,10,15,4,12
7974,Cell8398,1,11,14,7,3,5,4
7975,Cell8399,1,8,10,4,7,9,13
7976,Cell8400,1,7,4,3,1,2,10
7977,Cell8401,1,5,3,5,11,10,9
7978,Cell8402,1,15,13,8,0,15,7
7979,Cell8403,1,1,9,10,15,4,16
7980,Cell8404,1,5,3,5,11,10,9
7981,Cell8405,1,1,9,10,15,4,12
7982,Cell8406,1,12,14,11,14,3,5
7983,Cell8407,1,2,2,15,13,6,0
7984,Cell8409,1,1,9,10,15,4,12
7985,Cell8410,1,10,7,2,10,1,3
7986,Cell8411,1,4,9,13,6,13,1
7987,Cell8412,1,6,6,12,5,14,2
7988,Cell8414,1,7,4,3,1,2,10
7989,Cell8415,1,11,14,7,3,5,4
7990,Cell8416,1,5,3,5,11,10,9
7991,Cell8417,1,4,9,13,6,13,1
7992,Cell8418,1,6,6,12,5,14,2
7993,Cell8419,1,15,13,8,0,15,7
7994,Cell8420,1,13,16,9,12,11,6
7995,Cell8421,1,10,7,2,10,1,3
7996,Cell8422,1,10,7,2,10,1,3
7997,Cell8424,1,5,3,5,11,10,9
7998,Cell8425,1,6,6,12,5,14,2
7999,Cell8426,1,9,6,14,4,0,14
8000,Cell8427,1,10,7,2,10,1,3
8001,Cell8428,1,4,9,13,6,13,1
8002,Cell8429,1,1,9,10,15,4,16
8003,Cell8430,1,12,14,11,14,3,5
8004,Cell8431,1,9,6,14,4,0,14
8005,Cell8432,1,16,9,6,8,12,11
8006,Cell8433,1,6,6,12,5,14,2
8007,Cell8434,1,10,7,2,10,1,3
8008,Cell8435,1,1,9,10,15,4,12
8009,Cell8436,1,16,9,6,8,12,11
8010,Cell8437,1,11,14,7,3,5,4
8011,Cell8438,1,16,9,6,8,12,11
8012,Cell8439,1,13,16,9,12,11,6
8013,Cell8440,1,8,10,4,7,9,19
8014,Cell8441,1,3,12,16,2,7,17
8015,Cell8442,1,5,3,5,11,10,20
8016,Cell8443,1,6,6,12,5,14,2
8017,Cell8444,1,1,9,10,15,4,12
8018,Cell8445,1,6,6,12,5,14,2
8019,Cell8447,1,11,14,7,3,5,4
8020,Cell8448,1,11,14,7,3,5,4
8021,Cell8449,1,1,9,10,15,4,12
8022,Cell8450,1,13,11,9,12,11,6
8023,Cell8451,1,8,10,4,7,9,13
8024,Cell8452,1,9,6,14,4,0,18
8025,Cell8453,1,4,9,13,6,13,1
8026,Cell8454,1,8,10,4,7,9,19
8027,Cell8455,1,2,2,15,13,6,0
8028,Cell8456,1,16,9,6,8,12,11
8029,Cell8457,1,12,14,11,14,3,5
8030,Cell8458,1,10,7,2,10,1,3
8031,Cell8459,1,13,16,9,12,11,6
8032,Cell8460,1,15,5,8,0,15,7
8033,Cell8461,1,13,16,9,12,11,6
8034,Cell8462,1,1,9,10,15,4,16
8035,Cell8463,1,1,9,10,15,4,12
8036,Cell8464,1,8,10,4,7,9,19
8037,Cell8466,1,9,6,14,4,0,14
8038,Cell8467,1,11,14,7,3,5,4
8039,Cell8469,1,14,8,1,9,8,8
8040,Cell8470,1,5,3,5,11,10,20
8041,Cell8471,1,4,9,13,6,13,1
8042,Cell8472,1,4,9,13,6,13,1
8043,Cell8473,1,1,9,10,15,4,16
8044,Cell8474,1,14,8,1,9,8,8
8045,Cell8475,1,10,7,2,10,1,3
8046,Cell8476,1,8,10,4,7,9,13
8047,Cell8477,1,3,12,16,2,7,15
8048,Cell8478,1,7,4,3,1,2,10
8049,Cell8479,1,5,3,5,11,10,20
8050,Cell8480,1,10,7,2,10,1,3
8051,Cell8481,1,2,2,15,13,6,0
8052,Cell8482,1,1,9,10,15,4,12
8053,Cell8483,1,8,10,4,7,9,19
8054,Cell8484,1,13,16,9,12,11,6
8055,Cell8485,1,15,5,8,0,15,7
8056,Cell8486,1,14,8,1,9,8,8
8057,Cell8487,1,14,8,1,9,8,8
8058,Cell8488,1,5,3,5,11,10,20
8059,Cell8489,1,5,3,5,11,10,9
8060,Cell8490,1,7,4,3,1,2,21
8061,Cell8491,1,10,7,2,10,1,3
8062,Cell8492,1,3,12,16,2,7,15
8063,Cell8493,1,12,14,11,14,3,5
8064,Cell8494,1,13,16,9,12,11,6
8065,Cell8495,1,1,9,10,15,4,16
8066,Cell8496,1,4,9,13,6,13,1
8067,Cell8497,1,8,10,4,7,9,13
8068,Cell8498,1,7,4,3,1,2,21
8069,Cell8499,1,3,12,16,2,7,17
8070,Cell8500,1,15,5,8,0,15,7
8071,Cell8501,1,7,4,3,1,2,10
8072,Cell8502,1,1,9,10,15,4,16
8073,Cell8503,1,4,9,13,6,13,1
8074,Cell8504,1,4,9,13,6,13,1
8075,Cell8505,1,1,9,10,15,4,12
8076,Cell8506,1,10,7,2,10,1,3
8077,Cell8507,1,5,3,5,11,10,9
8078,Cell8508,1,13,16,9,12,11,6
8079,Cell8509,1,2,15,15,13,6,0
8080,Cell8510,1,9,6,14,4,0,14
8081,Cell8511,1,16,9,6,8,12,11
8082,Cell8512,1,3,12,16,2,7,15
8083,Cell8513,1,1,9,10,15,4,16
8084,Cell8514,1,11,14,7,3,5,4
8085,Cell8515,1,3,12,16,2,7,15
8086,Cell8517,1,9,6,14,4,0,18
8087,Cell8518,1,4,9,13,6,13,1
8088,Cell8519,1,2,2,15,13,6,0
8089,Cell8520,1,11,14,7,3,5,4
8090,Cell8521,1,2,2,15,13,6,0
8091,Cell8522,1,6,6,12,5,14,2
8092,Cell8523,1,12,14,11,14,3,5
8093,Cell8524,1,16,9,6,8,12,11
8094,Cell8525,1,15,5,8,0,15,7
8095,Cell8526,1,16,9,6,8,12,11
8096,Cell8527,1,14,8,1,9,8,8
8097,Cell8528,1,8,10,4,7,9,13
8098,Cell8529,1,2,2,15,13,6,0
8099,Cell8530,1,10,7,2,10,1,3
8100,Cell8531,1,6,6,12,5,14,2
8101,Cell8532,1,4,9,6,6,13,1
8102,Cell8533,1,1,9,10,15,4,16
8103,Cell8534,1,1,9,10,15,4,16
8104,Cell8535,1,14,8,1,9,8,8
8105,Cell8536,1,11,14,7,3,5,4
8106,Cell8537,1,8,10,4,7,9,19
8107,Cell8538,1,10,7,2,10,1,3
8108,Cell8539,1,11,14,7,3,5,4
8109,Cell8540,1,7,4,3,1,2,21
8110,Cell8541,1,6,6,12,5,14,2
8111,Cell8542,1,9,6,14,4,0,18
8112,Cell8543,1,8,10,4,7,9,19
8113,Cell8544,1,13,11,9,12,11,6
8114,Cell8545,1,10,7,2,10,1,3
8115,Cell8546,1,3,12,16,2,7,17
8116,Cell8547,1,2,15,15,13,6,0
8117,Cell8548,1,5,3,5,11,10,9
8118,Cell8549,1,3,12,16,2,7,15
8119,Cell8550,1,12,14,11,14,3,5
8120,Cell8551,1,8,10,4,7,9,19
8121,Cell8552,1,6,6,12,5,14,2
8122,Cell8553,1,4,9,13,6,13,1
8123,Cell8554,1,8,10,4,7,9,19
8124,Cell8555,1,8,10,4,7,9,19
8125,Cell8556,1,10,7,2,10,1,3
8126,Cell8557,1,15,13,8,0,15,7
8127,Cell8558,1,8,10,4,7,9,19
8128,Cell8559,1,3,12,16,2,7,15
8129,Cell8561,1,1,9,10,15,4,16
8130,Cell8562,1,4,9,13,6,13,1
8131,Cell8563,1,13,16,9,12,11,6
8132,Cell8564,1,1,9,10,15,4,16
8133,Cell8565,1,12,14,11,14,3,5
8134,Cell8566,1,14,8,1,9,8,8
8135,Cell8567,1,7,4,3,1,2,21
8136,Cell8568,1,2,15,15,13,6,0
8137,Cell8569,1,3,12,16,2,7,15
8138,Cell8570,1,15,13,8,0,15,7
8139,Cell8571,1,1,9,10,15,4,12
8140,Cell8572,1,1,9,10,15,4,16
8141,Cell8573,1,6,6,12,5,14,2
8142,Cell8574,1,3,12,16,2,7,17
8143,Cell8575,1,14,8,1,9,8,8
8144,Cell8576,1,5,3,5,11,10,9
8145,Cell8577,1,2,2,15,13,6,0
8146,Cell8578,1,3,12,16,2,7,17
8147,Cell8579,1,12,14,11,14,3,5
8148,Cell8580,1,12,14,11,14,3,5
8149,Cell8581,1,2,15,15,13,6,0
8150,Cell8582,1,16,9,6,8,12,11
8151,Cell8583,1,8,10,4,7,9,13
8152,Cell8584,1,8,10,4,7,9,19
8153,Cell8585,1,11,14,7,3,5,4
8154,Cell8586,1,15,13,8,0,15,7
8155,Cell8587,1,12,14,11,14,3,5
8156,Cell8588,1,13,16,9,12,11,6
8157,Cell8589,1,12,14,11,14,3,5
8158,Cell8590,1,10,7,2,10,1,3
8159,Cell8591,1,9,6,14,4,0,14
8160,Cell8592,1,6,6,12,5,14,2
8161,Cell8593,1,1,9,10,15,4,16
8162,Cell8594,1,10,7,2,10,1,3
8163,Cell8595,1,9,6,14,4,0,14
8164,Cell8596,1,6,6,12,5,14,2
8165,Cell8597,1,6,6,12,5,14,2
8166,Cell8598,1,5,3,5,11,10,9
8167,Cell8599,1,4,9,13,6,13,1
8168,Cell8600,1,1,9,10,15,4,16
8169,Cell8601,1,16,9,6,8,12,11
8170,Cell8602,1,7,4,3,1,2,10
8171,Cell8603,1,11,14,7,3,5,4
8172,Cell8604,1,14,8,1,9,8,8
8173,Cell8605,1,6,6,12,5,14,2
8174,Cell8606,1,6,6,12,5,14,2
8175,Cell8607,1,11,14,7,3,5,4
8176,Cell8608,1,14,8,1,9,8,8
8177,Cell8609,1,1,9,10,15,4,16
8178,Cell8610,1,2,2,15,13,6,0
8179,Cell8611,1,4,9,13,6,13,1
8180,Cell8612,1,2,15,15,13,6,0
8181,Cell8613,1,8,10,4,7,9,19
8182,Cell8614,1,2,2,15,13,6,0
8183,Cell8615,1,3,12,16,2,7,15
8184,Cell8616,1,10,7,2,10,1,3
8185,Cell8617,1,13,11,9,12,11,6
8186,Cell8618,1,3,12,16,2,7,15
8187,Cell8619,1,1,9,10,15,4,12
8188,Cell8620,1,7,4,3,1,2,10
8189,Cell8621,1,4,9,13,6,13,1
8190,Cell8622,1,6,6,12,5,14,2
8191,Cell8623,1,9,6,14,4,0,14
8192,Cell8624,1,10,7,2,10,1,3
8193,Cell8625,1,11,14,7,3,5,4
8194,Cell8626,1,14,8,1,9,8,8
8195,Cell8627,1,11,14,7,3,5,4
8196,Cell8629,1,6,6,12,5,14,2
8197,Cell8630,1,9,6,14,4,0,14
8198,Cell8631,1,15,13,8,0,15,7
8199,Cell8632,1,5,3,5,11,10,20
8200,Cell8633,1,8,10,4,7,9,19
8201,Cell8634,1,3,12,16,2,7,15
